"gene_name","Control_1","Control_2","Control_3","Treatment_1","Treatment_2","Treatment_3"
87,12.101251913013,10.8038066800105,8.44758827303224,12.5450155064145,11.3055645904179,12.3635575478932
88,12.4520846427867,11.3670904939625,11.8273299602822,12.0501245493063,10.5638251187131,11.2989766364533
89,12.919424353036,12.6941504687019,11.1207851964399,8.83151307566108,11.5182909363552,5.45082077556921
90,11.969710483588,10.6775179412704,11.2860461187867,12.837730301119,11.2838619066833,10.9051969699899
91,11.0646469915174,12.2132621444497,11.3249696580918,12.8925402718902,10.8764803619609,9.82683350765263
92,12.231110257632,10.9419258468533,11.6718560804981,11.6260491763863,12.1655727586953,11.0277490797487
93,10.4293461423902,11.8168116165559,11.2420385070267,12.4589922395974,11.9517830170314,11.4723290737423
94,12.5755976591867,11.8573327226138,11.5424647422584,11.5388139351225,10.577613125981,11.3143821855929
95,11.6083988309055,10.835241590661,11.7318331851984,11.6878643639674,11.607459867992,12.3096712757249
96,9.5772791643312,9.94347555643856,11.6938032061192,11.7280591040772,12.2466287574552,12.6714957087697
97,12.5980456220579,11.1470823200448,11.6862438487594,11.6615735201248,11.3970474034027,11.0450021113384
98,10.9599903922303,12.1609713559543,11.7597118970326,11.71285891067,11.698183995908,11.5800437213585
99,10.5402978901843,12.1947614558381,11.9951193681816,11.2257452938248,12.1840162369455,11.2269589973343
100,10.7828785669002,11.7974791360991,11.965933498808,12.0999238120436,11.9047963719577,11.0666071716559
101,10.9904790845783,8.65275460909588,9.54777899234557,10.335089337598,12.9814466247546,12.8054363964269
102,13.1581809473144,6.36469857333794,8.82973369344752,12.420061124596,11.9619809499775,8.9444835026035
103,10.4907442150395,12.1652009451879,11.0687619165805,12.9126362257607,10.8024818070517,10.8861765943169
104,10.9945871528719,12.1579426107928,12.9786557737116,9.85572284115716,11.8284360591291,8.30262056199314
105,9.0201950839989,5.99345060688355,10.3534707664861,13.6796451831562,12.1313945560338,4.95202584824868
106,11.3991376993944,9.72017094335131,12.2545059512057,11.2112005768125,11.9113439586157,12.2576838183976
107,11.7246606490834,12.347995047532,10.955933077566,11.7691515338281,10.8110667545064,11.8347701547738
108,11.3566815559608,12.4007058911022,11.6348097994503,11.6564291590393,11.6239423343747,10.8780534007802
109,9.84185576001536,10.0361325340851,11.1313396556158,12.1071690722118,10.7724253410363,13.1476928870623
110,11.9735311096898,12.395314890429,11.8081106282814,11.1515093840273,10.6437694652181,11.3017397205894
111,12.5139705674142,10.4576934965048,11.6234198742009,10.4396112299723,11.7739900643617,12.0068472574525
112,4.50573000684162,7.85358048669399,8.60211386078609,12.2374752224766,13.7057961563145,9.22868981405791
113,11.146923682421,11.68246650537,11.8073365036962,12.3335361250167,11.0546391652925,11.5072209198366
114,11.867020798228,11.5436267772534,11.6335001573678,11.2222679120156,11.6744292131031,11.8366766189124
115,9.77495531250631,12.1331725722395,12.2978643461738,11.4514180146312,8.93161812662734,12.4085989213181
116,11.1057389515581,11.7719532688859,12.1965622413567,11.3969377381026,11.4328849875003,11.6623242310861
117,3.49023065076089,5.09349036126024,3.49023065076089,10.2815156813786,3.49023065076089,14.1171767729773
118,11.1658695549443,11.3406212085477,11.0321241230207,11.8773905498863,11.6190617816598,12.3395574768245
119,11.1438444588053,11.9216037828529,11.0479401061631,11.9007822457621,11.78631196545,11.7225384815004
120,11.1063718164687,11.314745471639,10.8872623131682,11.3236483011154,12.1160453775534,12.382996158855
121,11.7764777354167,9.69865229852985,10.7122200324983,12.4446402514725,12.3258247203707,11.1351341487506
122,11.8013138612993,10.6432732409246,12.0860111502683,12.0734710676082,11.8482875770588,10.4748419572112
123,11.0672498167128,10.807677081647,10.979490787347,12.0992920664512,12.171039661943,11.9572391851376
124,10.5644506604474,10.8946733278685,10.2524311392701,12.0036176122187,12.5010002349983,12.0859151558407
125,10.1401842835113,11.3443562737777,10.5906092698985,12.7383752215872,12.2888668851976,10.7632623013607
126,11.3709728831612,12.7010335069881,11.849684286511,9.5353166708321,11.7380180120496,10.6790589928239
127,12.0990278282952,12.1257508762622,12.5442542544877,9.5353166708321,11.1876499141349,9.74310398515849
128,11.8804026736466,10.8983077549317,11.7083895258768,11.7394564278914,11.915692565368,11.2425736294108
129,12.959730128191,10.439848114132,11.2692786065256,11.0400523293084,9.3186593806332,11.9956284718327
130,11.3134861786826,12.4423770491774,10.6173563484411,12.4055700913635,10.5339627059599,10.8616684878758
131,11.9115147802939,11.514559169525,11.1176661911071,11.580150754805,11.5948602641908,11.70009454552
132,11.0756767115726,11.2570365531194,10.1523382822137,11.8651793595936,11.4703194860172,12.5897524741854
133,9.98364107904657,8.24074689275773,11.9526922420882,11.2679577052815,12.906227894703,11.5612576436686
134,9.95300305443816,11.1537874780248,11.4956594590119,12.4283846192019,11.6498417370653,11.7743843632003
135,10.6415764840451,10.8807783900549,12.4158128443721,11.9787595276993,12.0397412796865,10.1779297211118
136,12.1075876126917,11.313657178369,11.7870620655878,7.9806629481248,12.7138470505494,9.81913892326325
137,12.3806393487187,11.0293774209976,10.7204677429484,10.5435852332166,12.2169841311051,11.5520041641714
138,12.7132423750372,10.1380277657811,11.3195506004829,11.1107154152623,10.3154944544563,12.1251297826001
139,11.6128596365734,11.0569547519401,9.57896288644056,11.23325098869,11.9418678598026,12.527616690842
140,11.1389039892723,11.7495936640143,8.85093705422156,13.1082143449744,10.4693614378605,10.7815889026713
141,12.1533203199427,10.9391056970263,11.4462903787667,10.8184556751444,11.6301301623724,11.9278510422781
142,10.2335239227327,10.6766716572773,12.3294814504567,11.5642157652932,11.8433502477788,11.7619978613803
143,11.5027600476835,10.5786006753448,12.0303759259378,9.25574141482087,10.3275125179283,12.9025529080088
144,10.62929875071,11.6582355425635,12.1490822080509,11.9600917639138,11.6748568538785,10.5622421828158
145,9.99325462283449,9.78286499179414,10.6004742096844,12.0197323054312,10.5358473276675,13.1419994904025
146,11.772894554945,11.552418607621,12.5368012462264,10.2013562770026,11.6332141519734,10.3565114106559
147,10.4819921070344,10.8711936235608,11.6021531104956,11.3268899657064,12.6899280139292,11.3094483200931
148,9.83881196742527,11.79631090761,11.7933307559016,11.7227367261127,11.0480517195824,12.1563013317858
149,8.41848143859603,8.7685568181357,12.6430103306381,8.46216458848582,11.6998658922255,12.816491244908
150,10.0014441092084,13.3077920517947,4.3227677601237,7.95849623707776,11.8195676889842,11.5431580391142
151,12.2026872726947,8.82161342973762,11.483111168089,9.53344676759248,12.726691060717,11.2962082500245
152,10.9331305229461,12.6817619892801,11.7191304011,9.38994606098416,10.4624420702989,11.9684115571412
153,12.1703679402143,10.7991484491217,11.3894934402152,11.8252413204323,11.5287380486286,11.1898538500653
154,11.369919107805,11.5389778872504,12.022726419631,11.5678735973592,11.5447362328437,11.0711487601608
155,11.8863105618342,12.0388564680211,11.3255104459597,11.2361274281603,10.9204224266411,11.5547864454819
156,10.5440401245449,12.7041513377843,10.0315802587752,12.0392964770288,11.3539016446619,10.8616684878758
157,9.00397690571298,6.6983876594387,10.2761258027815,12.5282163114508,13.2238458379314,9.23332997629694
158,9.87343365202619,12.9931344091861,11.3581209548007,9.75982697466884,11.5135171236435,11.2041019039392
159,10.7923487475311,10.5566890666336,12.4996664580283,12.4978593608473,11.4006714899247,8.10895067325652
160,12.1724847980276,11.3597279158251,11.1026003738597,11.0248294432656,12.1719488017808,10.7201234114873
161,10.7435501969299,10.6783637290781,11.3373567775525,11.9597437763154,11.5545295618008,12.2491204693577
162,10.7047921125303,11.4945301009639,11.6883476465599,11.6132733250979,11.212016494568,12.1119664336094
163,12.3416645274898,12.4746250608676,9.78963016877274,10.3340156525698,11.1301809882301,11.2460207149447
164,12.395990924317,9.28641002577127,9.46182271113712,12.2017245165827,12.2899839238793,10.3155371807085
165,12.8961903225572,10.3127024030384,12.3532781750622,6.67174625890897,9.85850935427056,11.2984233840017
166,4.42031633038884,9.44395076697046,12.9765914221841,8.22763782156977,10.550836312946,12.7870185003682
167,11.611968578209,11.8036937613411,11.8119750325948,12.2840831019313,11.0903420536771,7.3115680572793
168,10.5999380948013,11.02605901133,12.2168168498911,11.149679925016,12.4112014265005,10.5805612801453
169,12.1600416439592,11.8952925053604,12.357779305054,9.52969967116043,10.3491102698439,10.916778377942
170,11.4338397997206,11.0653848441698,10.509162690288,12.0920070386775,12.2069656599787,11.0756760958721
171,10.9487418676916,10.8084499174325,9.42191103419901,12.2291256606456,12.6038417175874,11.0600942851796
172,12.2835342497146,11.019399204011,11.2362981635379,10.9278227448663,11.6367306576979,11.5547864454819
173,11.3352455301707,10.3859837433575,11.9403878851458,10.8976194699509,10.5812677786249,12.6208408287409
174,12.3539743004954,11.6031828213737,8.65129704332757,11.8807030140236,11.212016494568,11.3686239296658
175,11.0007274037167,11.9631449898281,12.2062847135653,11.2763657520903,10.9411906675153,11.1645760474893
176,8.67227602171267,11.0788994725301,10.219056568821,12.7490875760986,12.4091467243612,10.4855750224443
177,9.31346568903824,11.3005332169921,10.3577072395259,12.8804572583554,12.1052981369944,10.0834585836668
178,12.3238171734427,10.7093142917841,12.2981398897014,11.1411116391267,11.3094256185441,9.78320529752022
179,11.689615384402,11.00193843086,11.99681793428,11.8810705965495,11.106917058999,11.0163556515059
180,11.6450122544635,11.575756182266,3.91080833730622,11.4239305607462,13.0172974983487,7.5982405566409
181,12.1385460054595,11.2473799004729,11.2090083034967,11.261760509352,11.9714112099395,10.733282944781
182,11.3325434919208,11.6031828213737,11.9558393302173,10.8778637369855,12.0003616858289,10.8214142845659
183,8.87614881431549,9.93500680719563,9.12900152485273,12.3810901436852,12.2480663805486,12.3430489214383
184,11.0685494703806,12.5729534792805,11.4085051410346,11.7243764732362,9.73924953353653,11.0528959848031
185,12.2770844867908,9.9754861153353,11.0107627477053,11.2769245500008,11.9759298141493,11.4654454410127
186,11.4652619758907,12.0335783164769,12.3050114293871,11.4474522424474,9.40369873757786,10.7839622555355
187,11.3550848561258,11.7830044446431,11.0459725649813,11.5587115687213,11.1320509126795,11.8791042121255
188,11.7009730427373,11.5734848044841,11.9183306193162,10.6535345889975,7.84100960546189,12.3409013402846
189,11.6034759608542,12.3709337383026,10.8591506467195,10.0408435003046,11.5263703393339,11.5510755433746
190,12.2657983657172,11.2028128607171,8.94125948276282,10.0142771392685,11.2989215483944,12.5302107368743
191,11.787568832391,10.6681813984769,12.4112347290298,11.4219108937876,11.3182122140668,10.3012481553206
192,8.77144093141644,3.91050356568282,5.37702885777875,5.47989895985316,13.5724942578266,12.1353888096038
193,11.9423245728323,11.9068853306087,10.9454164061554,11.3767474816067,11.0173559112901,11.373359832881
194,9.51380408011411,10.7060001202808,11.8765030491368,13.1011321584757,10.5610516318555,9.31439618585213
195,11.6870792712806,10.8495799247002,11.5591152506167,12.0894644682671,10.9949255768148,11.3121914394221
196,11.6571570894851,10.6775179412704,11.4408100931602,12.3955706375837,11.3923744459774,10.4189272977755
197,9.92457402907398,12.1104786528762,11.3780692571661,11.3917876258378,11.8513175561891,11.3702042921455
198,10.5818484857386,11.8989252802952,12.3591004986025,10.6142745346455,12.0300802618599,9.48362100282399
199,11.86664730179,10.8652634957078,11.7174831548175,10.7684666814824,11.3415643969528,11.8634799905877
200,12.5168296550689,12.0639909377509,10.7392604100559,11.5162735685838,10.5424241811017,9.54088535963356
201,11.5863392556908,12.0717363801061,10.2524311392701,11.5842200321174,11.4947468344314,11.2356546496834
202,11.5671588055223,12.0928243925381,11.0040219257518,12.0728276289405,10.6910460398786,10.5650049220956
203,11.0020883619553,12.0306008480855,11.2230080417023,11.2035789712841,12.0109007144333,10.8275628374645
204,11.5439873770299,11.7145664177878,10.9587246230992,11.8129640238014,10.9567488197158,11.5496814904487
205,11.3427844238966,11.3336588981882,11.9179720788425,11.3783106499896,11.553134578505,11.1082389797926
206,13.042083213379,9.74783478777128,10.6591461675103,9.97486538593378,11.6692876117586,10.7792116386912
207,9.10880278609554,9.59136155413827,10.1400926338394,11.8748089203665,11.5998232400857,12.8914070323011
208,12.2062340212435,8.5268222698544,11.0905606710305,10.7628925439048,12.3442234356662,11.4050553567123
209,11.4892368877839,11.5830006523543,9.30828228837933,11.3678573909095,12.617253598902,10.4590862695655
210,11.1579547827537,11.6327182074796,11.602599380787,10.5657070330073,11.489894341561,11.9346314781808
211,9.5845664103811,11.9428758785516,11.4348077604609,11.163042390963,12.1288996956597,11.3441723766947
212,11.1561221137106,11.9449859382891,11.2206841662386,11.3751826176239,11.6580842110994,11.1916425714595
213,10.687978144238,12.013276326123,11.1226533679243,11.506300322997,12.4663415647862,7.84310363642582
214,11.5556196122211,11.7133290524649,10.5015252581618,11.2875007911783,11.953546432221,11.2950994062477
215,10.8064384614025,12.8092358013762,10.5550797357522,9.91867434620925,11.4125155059543,11.3500573006753
216,11.3184107265085,11.5693872907581,10.2906012351293,12.0263939956671,11.4252800960206,11.5538596144577
217,11.1707186884675,10.5713337241556,12.033027144731,11.131256589507,12.0400732670684,11.1694251385338
218,11.8591569948394,12.0991543145856,11.6172493859321,9.56673956339424,10.6910460398786,11.5945379184249
219,11.4418851025964,11.0326882149112,11.5368715920852,11.1840490206055,11.9318840860671,11.3812186189834
220,10.9459159783832,10.9041038597174,10.6812868036363,11.7931785306775,12.2592309438185,11.4345596657848
221,11.4048081760595,11.0960914385094,11.8104305128153,11.7802300252042,10.3176870177129,11.7405714396828
222,11.8368312668761,10.2389420347059,11.4942171372017,11.6916412639019,11.4414556777472,11.4830802839126
223,11.5008359114349,10.7517196471102,10.6897127604235,11.8087194562827,11.6585167237637,11.8113061343859
224,9.44340309834861,9.68524867384373,10.5476821965622,10.6151586898555,12.070943835601,12.9317420944248
225,9.81732363401826,11.1963322425468,11.839497308313,10.2680865978078,11.5614843164276,12.4264315298475
226,12.0778875788143,12.0899668413176,10.4734955783875,9.11026129418709,11.2307524115256,11.8194270595967
227,11.923415068948,12.4353898385975,11.6714307309611,11.0661502252076,8.51617110701635,10.4981574459711
228,10.8087734257084,12.1988932717385,12.1297057748458,11.2176183256784,10.3587247477288,10.9232522916697
229,11.4613095894798,10.528823054986,11.6646080272671,11.6641388379053,11.9887135306786,10.7981209544396
230,11.3524197563127,12.245577622352,10.6004742096844,11.0700245054584,11.0961011319772,11.6649018656158
231,10.8719194249423,11.1162052987221,8.95251223365836,11.4434755384851,12.1360608222433,12.2120014083373
232,11.2455923899498,11.1904154015471,12.117891319948,11.240717835124,10.6902001505077,11.6802716992854
233,10.4140907259824,10.91777698825,11.1375122806612,12.0452127708343,12.1235837486098,11.1694251385338
234,13.1941985216004,8.91647616132386,10.8289553961348,9.25574141482087,10.7078604920074,11.3425632222892
235,11.4989092054424,11.2722419578106,11.7995723252301,11.1792744020279,11.1395064664027,11.5524682505123
236,11.238104245701,11.685835005569,11.3560049975912,11.8592213689973,11.2652395938712,10.9495661833114
237,10.2903288758132,9.11952133312766,12.8451064032089,10.5519207140336,11.2754270071958,11.7059469550491
238,11.8314825299549,10.941221326084,11.5577350247108,11.2257452938248,11.4889218812899,11.3279994875413
239,11.6007836617182,10.2389420347059,10.8960270644381,11.0955905050462,12.1475068253258,11.7779606144762
240,9.80957097359367,12.2118024722115,7.67664779245834,11.4198883953846,12.8858708678172,8.10388531964996
241,11.1239802460843,10.6851122384409,11.0367550570472,12.515487283175,11.5670240807413,10.4580958016847
242,12.1276768753482,10.6732815477848,10.4198050932705,12.0660541398718,10.8772238063514,11.3654580015171
243,10.9144602655074,10.7708786934413,11.3858682765203,11.1368083364539,11.275990870752,12.3422439530956
244,11.3604003307633,10.9992333007858,11.5227931046048,10.9128001507202,10.6952680625031,12.3008595743778
245,11.046294525316,11.7276993645141,11.0026699733934,12.3973705224287,9.92185898577699,11.1682143929685
246,9.65721142827472,12.4017304682784,11.976301947492,10.4712071957496,9.60564643211388,11.8776234600499
247,11.8375937558935,12.4748684774731,11.1226533679243,8.48558231664466,10.1370382664284,11.6124532545734
248,11.4892368877839,11.8464623157067,10.4106591291379,11.8714828796726,11.7711930739146,9.93331149588076
249,11.0821256068993,11.5593218766997,11.8860663737541,11.2251663119638,10.8705189735099,11.495201096015
250,10.9459159783832,11.558862685033,11.3817140469779,11.4474522424474,10.7360028146336,11.9438586285867
251,9.01480927588376,11.6543721216427,10.4577945625113,8.16129351524167,12.8444643486254,11.6878956438642
252,11.1567332621137,12.3100261383099,12.0260572768318,9.42466216620804,11.2237549268069,10.4904274130277
253,11.0075193918404,12.3292701263971,11.0777778011005,11.8202662629788,9.92473883127523,11.005549597149
254,11.7981836660062,10.8682316067902,9.89978060099787,10.33616222404,11.168341944501,12.5665055693524
255,10.7605366684085,11.7576190778467,10.9642915606929,11.1768811537321,11.7647795164486,11.5492165066262
256,11.0789047627748,11.672313554999,11.561412696735,11.1935511104739,11.7707930608124,10.7283621768526
257,11.8640301157399,11.5324441702289,12.0904724659247,11.1594103396577,8.26183626825553,11.1657898491584
258,9.66066317959509,10.4821181191842,10.0733958793623,11.5153267006132,12.3148913150674,12.1781184872842
259,9.50230669126957,10.237794930084,10.1596360782246,11.4938561988165,12.4122276812282,12.1535508418755
260,11.6875022665284,11.5012374017294,11.5805681487629,9.4002437318481,10.6620038391947,12.0996348367705
261,11.2224266337943,11.3961707109651,11.162547485939,11.1256833948131,11.7538915621251,11.4816189192289
262,11.1785639313345,10.2526366039859,10.5233747922329,12.0019285999415,11.6384857014465,11.8058666761206
263,11.6631913810716,11.2075078190367,11.4333032670387,11.7103788528968,10.5526990323941,11.3601659660747
264,9.2438244030363,11.2895046368995,10.3650912595012,11.3720477881162,9.33607323616171,12.9853160497377
265,11.8110521753154,11.8183470811113,11.1522197066721,10.5528439123779,11.2266746713582,11.2631336655089
266,12.1484123406347,11.5933512543333,12.2708833375255,10.6697955243672,8.82153504024594,10.1815348389817
267,11.6007836617182,11.4216489365826,11.6234198742009,10.6009467624489,11.5596329909786,11.1382291998674
268,12.1437958962297,11.9333422309629,10.064351736628,11.8777589772677,11.0024411724356,8.82964594241211
269,9.5421527794671,13.0453689298923,11.6185738570207,10.3627282714054,6.19124239789009,10.9565964181222
270,11.7536324865659,10.8807783900549,10.6955817829596,10.9850286443013,11.3356264687577,12.0149519241883
271,10.9959539134275,10.5127900391816,11.4353089098056,11.3387141356463,11.6662798601022,11.8205834690349
272,9.77336195908298,10.9234955483005,9.69569059931204,12.8901682743235,12.0654095678245,7.4461098918333
273,10.7947066104983,9.36628137596822,10.6058267863459,12.2239187630611,10.3944785475766,12.4462956480702
274,9.17789379060411,8.95329863438652,11.110780549773,11.4244350360011,12.6432720383393,11.6832413560129
275,11.4642748939722,10.9105967620361,10.8894584984043,11.1702791752659,11.6774200399137,11.7511222817628
276,11.3486803257936,10.6484620580294,11.2148580470914,12.3020381696762,11.2509699917579,10.6218327355794
277,12.372244234231,11.7822178762378,10.8784439842967,11.0544645620199,9.80480909115859,10.9037427345822
278,11.2461667943361,11.2057489997448,11.4267656038254,11.1144719947729,11.7807602643651,11.1910465773879
279,10.7238889628979,10.5335049328872,11.8926501951747,12.3688236744046,11.0877750649549,10.1487597329573
280,10.373654671658,11.0718361737498,10.9965704595861,11.3445900756131,12.1989599555335,11.410697565561
281,11.4201607773231,11.3966847101568,10.9390694051556,11.1600163169179,10.9475756598765,11.9022277825951
